Tomato_ID,Tomato_position,Blue,Green,Yellow,Orange,Red,NIR,NDVI,GNDVI,RVI,Freshness_,Category
1799,5,46,44.9,37.34,81.16,95.7,239.81,0.4295,0.6846,2.5059,41.51,Aging
1799,6,66.53,70.91,74.45,97.92,111.99,288.04,0.4401,0.6049,2.572,42.09,Aging
1799,7,32.67,39.59,38.19,67.99,86.93,321.7,0.5745,0.7808,3.7009,51.08,Aging
1799,8,64.46,56.08,46.95,82.64,89.84,325.27,0.5671,0.7059,3.6205,49.61,Aging
1799,9,54.14,54.82,60.91,71.08,98.31,282.1,0.4831,0.6746,2.8694,44.87,Aging
1799,10,56.73,53.48,47.11,62.74,85.01,274.02,0.5265,0.6734,3.2235,46.22,Aging
1800,1,37.69,40.95,47.25,69.83,84.81,292.62,0.5506,0.7545,3.4504,48.73,Aging
1800,2,48.27,53.23,54.27,90.06,109.3,331.86,0.5045,0.7235,3.0363,47.65,Aging
1800,3,70.48,63.66,52.62,77.39,101.03,343.56,0.5455,0.6873,3.4007,49.41,Aging
1800,4,32.69,47.07,43.32,55.15,69.26,359.63,0.677,0.7685,5.1926,56.74,Aging
1800,5,45.34,55.47,59.36,53.89,71.99,318.81,0.6316,0.7036,4.4282,52.41,Aging
1800,6,47.01,45.12,48.05,69.72,79.55,355.48,0.6343,0.7747,4.4687,54.55,Aging
1800,7,39.06,44.01,40.09,61.78,70.02,353.53,0.6694,0.7786,5.0491,56.14,Aging
1800,8,33.41,32.08,35.59,76.06,87.34,285.24,0.5312,0.7978,3.266,48.25,Aging
1800,9,44.16,46.78,44.94,67.77,97.44,359.3,0.5733,0.7696,3.6873,52.3,Aging
1800,10,39.26,47.87,49.46,94.57,98.45,243.82,0.4247,0.6717,2.4767,41,Aging
1801,1,58.59,62.56,45.7,67.8,76.02,408.54,0.6862,0.7344,5.3743,58.46,Aging
1801,2,34.54,39.25,42.3,92.41,110.76,296.4,0.4559,0.7661,2.6761,45.22,Aging
1801,3,46.35,59.03,57.77,83.92,82.47,322.3,0.5925,0.6904,3.9081,50.21,Aging
1801,4,68.87,65.71,58.89,50.37,66.9,411.26,0.7202,0.7245,6.1475,60.45,Aging
1801,5,51.75,44.88,44.78,68.98,91.17,347.15,0.584,0.771,3.8079,52.24,Aging
1801,6,38.23,49.53,42.2,67.36,81.68,290.22,0.5607,0.7084,3.553,48.41,Aging
1801,7,44.79,52.86,46.86,77.1,79.72,313.04,0.5941,0.7111,3.9269,50.32,Aging
1801,8,61.75,58.89,48.4,66.6,81.08,318.81,0.5945,0.6881,3.932,50.51,Aging
1801,9,60.68,51.25,48.16,65.06,64.41,338.48,0.6802,0.737,5.2549,55.37,Aging
1801,10,52.45,44.89,38.8,56.45,81.22,322.72,0.5979,0.7558,3.9735,51.91,Aging
1802,1,35.92,51.87,48.91,76.18,88.99,337.54,0.5827,0.7336,3.7929,51.17,Aging
1802,2,34.74,34.61,25.49,80.43,93.67,249.12,0.4535,0.7561,2.6595,43.67,Aging
1802,3,64.29,66.37,68.04,63.99,89.18,319.63,0.5637,0.6561,3.5839,49.06,Aging
1802,4,39.75,43.24,34.82,75.61,93.55,260.4,0.4714,0.7152,2.7835,44.16,Aging
1802,5,52.04,51.23,49.03,67.02,90.94,333.1,0.5711,0.7334,3.663,50.78,Aging
1802,6,58.04,49.52,44.92,65.9,73.84,322.05,0.627,0.7334,4.3613,52.48,Aging
1802,7,43.7,44.98,30.09,102.97,111.89,241.99,0.3676,0.6865,2.1628,39.13,Aging
1802,8,33.09,40.36,50.14,77.39,99.67,291.86,0.4909,0.757,2.9283,46.48,Aging
1802,9,51.39,46.29,49.39,70.07,85.33,334.82,0.5938,0.7571,3.924,51.93,Aging
1802,10,25.14,37.38,35.48,94.2,101.13,282.26,0.4724,0.7661,2.791,45.26,Aging
1803,1,49.52,57.02,47.53,52.6,49.17,497,0.82,0.7941,10.108,70.85,Fresh
1803,2,61.57,54.61,46.25,52.07,48.67,439.25,0.8005,0.7788,9.0249,66.76,Fresh
1803,3,52.57,56.06,47.42,33.97,37.66,442.7,0.8432,0.7752,11.7544,70.61,Fresh
1803,4,55.38,63.63,67.17,29.02,51.76,435.3,0.7874,0.7449,8.4093,65.89,Fresh
1803,5,95.73,92.2,80.46,33.46,34.02,714.28,0.9091,0.7714,20.9961,90.72,Fresh
1803,6,59.03,58.41,61.24,46.02,47.27,386.24,0.7819,0.7373,8.1706,62.91,Fresh
1803,7,60.67,67.89,61.59,29.17,38.11,457.47,0.8462,0.7416,12.0025,71.3,Fresh
1803,8,50.47,49.94,57.08,40.48,26.58,486.89,0.8965,0.8139,18.3197,79.44,Fresh
1803,9,48.21,52.52,42.27,49.6,62.9,432.22,0.7459,0.7833,6.8715,63.33,Fresh
1803,10,65.37,63.6,62.98,26.36,23.93,442.51,0.8974,0.7487,18.492,77.18,Fresh
1804,1,35.86,42.62,39.14,104.73,119.6,201.81,0.2558,0.6512,1.6875,33.83,Aging
1804,2,35.12,44.23,44.37,84.77,123.23,183.41,0.1963,0.6114,1.4884,31.36,Aging
1804,3,24.46,36.15,40.8,103.77,119.83,185.28,0.2145,0.6734,1.5462,32.5,Aging
1804,4,37.63,37.94,29.94,108.86,113.93,194.02,0.2601,0.6729,1.703,33.99,Aging
1804,5,28.95,30.68,36.79,91.2,116.57,237.41,0.3414,0.7711,2.0366,39.68,Aging
1804,6,45.7,44.51,41.41,98.08,115.95,221.23,0.3122,0.665,1.908,36.52,Aging
1804,7,45.23,44.81,41.88,106.53,97.26,212.09,0.3712,0.6511,2.1806,37.66,Aging
1804,8,46.63,42.84,44.98,54.26,115.53,210.02,0.2903,0.6612,1.8179,36.45,Aging
1804,9,63.67,47.77,51.7,111.05,112.89,245.13,0.3694,0.6738,2.1715,38.91,Aging
1804,10,40.11,44.58,37.76,47.06,64.94,194.1,0.4986,0.6264,2.9891,41.93,Aging
1805,1,44.35,48.41,36.94,41.04,42.93,462.42,0.8301,0.8105,10.7709,70.58,Aging
1805,2,63.02,54.33,49.33,60.32,49.45,390.23,0.7751,0.7556,7.8919,62.57,Aging
1805,3,57.64,60.8,52.5,34.81,30.07,435.02,0.8707,0.7547,14.4672,72.87,Aging
1805,4,66.13,62.15,57.22,45.05,59.6,405.89,0.7439,0.7344,6.8109,61.64,Aging
1805,5,67.9,72.76,65.93,39.8,44.22,418.04,0.8087,0.7035,9.4527,65.83,Aging
1805,6,57.56,63.25,51.3,43.35,33.58,444.66,0.8596,0.7509,13.243,71.82,Aging
1805,7,47.71,48.1,42.81,48.86,43.26,396.6,0.8033,0.7837,9.1684,65.22,Aging
1805,8,43.99,42.35,43.65,68.69,75.84,392.71,0.6763,0.8053,5.1779,58.19,Aging
1805,9,63.83,67.13,64.51,55.37,52.95,478.48,0.8007,0.7539,9.0369,68.16,Aging
1805,10,39.94,53.12,57.88,87.2,75.62,409.62,0.6883,0.7704,5.4167,58.56,Aging
1806,1,40.04,49,45.99,62.05,105.88,269.79,0.4363,0.6926,2.5481,43.32,Aging
1806,2,46.94,52.62,55.2,78.97,85.44,299.8,0.5564,0.7014,3.5088,48.26,Aging
1806,3,55.52,45.78,48.3,64.03,79.08,305.01,0.5882,0.739,3.8567,50.47,Aging
1806,4,30.36,48.65,50.71,96,99.28,256.02,0.4411,0.6806,2.5787,42.05,Aging
1806,5,42.88,46.44,54.82,99.96,117.63,234.2,0.3313,0.669,1.991,37.53,Aging
1806,6,31.43,33.09,34.61,73.92,112.93,225.13,0.3319,0.7437,1.9935,39,Aging
1806,7,39.38,36.89,33.8,79.66,102.51,277.23,0.4601,0.7651,2.7043,45,Aging
1806,8,38.09,33.65,37.27,80.51,89.69,305.32,0.5459,0.8015,3.4043,49.44,Aging
1806,9,40.8,47.9,49.4,82.35,86.51,244.08,0.4766,0.6719,2.8214,42.97,Aging
1806,10,43.98,36.92,35.57,99.88,105.92,238.86,0.3856,0.7323,2.2551,40.35,Aging
1807,1,54.29,62.14,49.76,46.49,45.08,412.48,0.803,0.7381,9.1508,65.41,Fresh
1807,2,39.01,53.85,51.88,43.73,56.07,402.22,0.7553,0.7639,7.1739,62.46,Fresh
1807,3,55.58,56.52,61.75,44.79,63.2,403.26,0.729,0.7541,6.3812,61.01,Fresh
1807,4,65,66.77,61.64,37.71,28.56,431.2,0.8758,0.7318,15.0995,73,Fresh
1807,5,62.52,59.8,55.94,45.04,56.29,407.98,0.7575,0.7443,7.2478,62.57,Fresh
1807,6,53.2,53.6,49.56,73.73,81.38,410.88,0.6694,0.7692,5.0492,58.07,Fresh
1807,7,73.63,67.68,63.54,43.11,57.69,438.68,0.7676,0.7327,7.6047,64.39,Fresh
1807,8,52.01,57.87,49.72,33.34,24,441.72,0.8969,0.7683,18.4052,77.12,Fresh
1807,9,57.24,51.85,56.63,53.5,49.96,466.86,0.8066,0.8001,9.3438,68.59,Fresh
1807,10,40.9,47.83,39.89,75.48,81.49,414.32,0.6713,0.793,5.0843,58.53,Fresh
1808,1,53.42,49.47,39.55,94.4,107.49,281.07,0.4467,0.7007,2.6148,43.43,Aging
1808,2,42.32,49.71,46.98,90.97,94.68,313.95,0.5366,0.7266,3.3161,48.16,Aging
1808,3,42.54,47.85,49.27,92.19,103.46,253.96,0.4211,0.6829,2.4545,41.44,Aging
1808,4,55.51,61.79,57.75,59.95,70.98,336.86,0.6519,0.69,4.746,53.65,Aging
1808,5,45.05,46.67,43.11,98.31,118.31,314.87,0.4538,0.7418,2.6615,45.31,Aging
1808,6,53.86,58.44,55.6,73.75,61.75,413.31,0.74,0.7523,6.6937,61.31,Aging
1808,7,37.35,33.83,25.31,53.94,69.74,196.59,0.4763,0.7064,2.8191,42.42,Aging
1808,8,66.75,71.93,60.86,86.44,81.19,388.82,0.6545,0.6878,4.7887,55.29,Aging
1808,9,45.17,49.25,47.98,94.71,97.7,299.27,0.5078,0.7174,3.0634,46.39,Aging
1808,10,46.99,52.07,39.85,80.36,72.94,318.06,0.6269,0.7187,4.3608,51.79,Aging
1809,1,42.87,51.26,43.49,69.67,92.46,289.44,0.5158,0.6991,3.1304,46.63,Aging
1809,2,55.53,52.64,51,70.09,93.55,275.24,0.4927,0.6789,2.9421,45.03,Aging
1809,3,21.25,29.69,31.97,82.62,94.72,305.1,0.5262,0.8226,3.2211,48.98,Aging
1809,4,39.85,46.57,34.59,65.49,84.45,344.11,0.6059,0.7616,4.0749,52.92,Aging
1809,5,48.67,48.51,44.79,61.92,78.56,278.92,0.5605,0.7037,3.5502,48.03,Aging
1809,6,44.5,55.89,54.62,92.49,113.8,261.61,0.3937,0.6479,2.2989,40.31,Aging
1809,7,43.15,44.69,51.9,82.53,99.54,299.21,0.5007,0.7401,3.0059,46.73,Aging
1809,8,42.49,44.5,44.26,104.01,117.53,240.21,0.3429,0.6874,2.0438,38.26,Aging
1809,9,33.62,45.79,46.43,81.01,103.44,308.99,0.4984,0.7419,2.987,47.06,Aging
1809,10,43.26,46.47,40.53,77.4,81.37,271.43,0.5387,0.7076,3.3358,46.68,Aging
1810,1,67.93,76.15,67.32,44.49,46.22,456.73,0.8162,0.7142,9.8809,68.13,Fresh
1810,2,70.64,67.33,63.81,32.9,35.6,433.66,0.8483,0.7312,12.1801,70.21,Fresh
1810,3,70.84,67.47,73.25,23.83,35.05,455.61,0.8571,0.742,12.9977,72.42,Fresh
1810,4,50.08,54.71,42.25,47.78,36.02,409.72,0.8384,0.7644,11.3738,68.26,Fresh
1810,5,66.03,57.72,52.82,61.19,79.19,377.8,0.6534,0.735,4.7706,55.93,Fresh
1810,6,42.99,49.41,39.64,58.71,58.22,453.28,0.7723,0.8034,7.7853,65.72,Fresh
1810,7,66.39,65.52,56.85,44.73,50.27,466.2,0.8053,0.7536,9.2744,68.18,Fresh
1810,8,74.83,72.57,60.1,63.52,67.97,418.71,0.7207,0.7046,6.1601,60.27,Fresh
1810,9,50.96,57.4,44.42,28.89,32.23,446.43,0.8653,0.7722,13.8494,73.1,Fresh
1810,10,51.11,49.95,43.13,72.37,92.74,357.65,0.5882,0.7549,3.8566,52.52,Fresh
1811,1,51.58,58.42,56.55,57.23,63.69,397.43,0.7238,0.7437,6.2401,60.09,Fresh
1811,2,52.69,64.34,60.22,24.97,41.08,404.26,0.8155,0.7254,9.8415,66.28,Fresh
1811,3,68.18,64.69,60.6,50.68,54.01,393.08,0.7584,0.7174,7.2782,61.53,Fresh
1811,4,48.29,52.26,50.37,67.77,76.04,389.9,0.6736,0.7636,5.1274,57.47,Fresh
1811,5,31.16,34.85,53.93,54.12,43.79,439.94,0.8189,0.8532,10.0462,68.92,Fresh
1811,6,42.62,34.97,34.72,25.65,44.16,401.53,0.8018,0.8398,9.0921,66.55,Fresh
1811,7,66.33,78.52,81.18,30.12,49.46,402.7,0.7812,0.6737,8.1418,63.25,Fresh
1811,8,79.68,70.82,67.66,29.83,51.37,407.98,0.7763,0.7042,7.9414,63.53,Fresh
1811,9,60.82,64.75,54.92,68.79,68.64,377.42,0.6922,0.7071,5.4985,57.08,Fresh
1811,10,36.63,46.46,38.94,35.7,61.81,393.41,0.7284,0.7887,6.3649,61.19,Fresh
1812,1,43.58,48.49,46.42,77.61,107.26,241.93,0.3857,0.6661,2.2556,39.99,Aging
1812,2,49.93,59.09,60.48,114.58,122.74,215.28,0.2738,0.5693,1.754,33.34,Aging
1812,3,38.4,52.15,46.79,80.67,101.17,228.81,0.3868,0.6288,2.2616,38.97,Aging
1812,4,22.94,37.82,28.38,95.22,100.13,221.1,0.3766,0.7079,2.2081,39.24,Aging
1812,5,20.66,23.18,26.87,46.79,66.47,147.08,0.3775,0.7277,2.2127,38.35,Aging
1812,6,29.29,39.57,49.71,96.95,107.21,239.83,0.3821,0.7168,2.237,40.11,Aging
1812,7,27.88,44.84,35.71,109.77,134.62,152.81,0.0633,0.5463,1.1352,25.02,Aging
1812,8,31.93,32.92,25.48,96.85,119.43,225.29,0.3071,0.745,1.8865,37.71,Aging
1812,9,57.08,51.99,49.02,72.81,81.33,272.02,0.5397,0.6791,3.3448,46.44,Aging
1812,10,49.65,46.7,46.84,67.02,89.75,215.48,0.4119,0.6437,2.4009,39.83,Aging
1813,1,37.32,36.31,37.9,99.46,138.41,192.39,0.1632,0.6824,1.39,31.32,Spoiling
1813,2,41.64,44.92,36.57,90.06,99.05,275.81,0.4715,0.7199,2.7846,44.45,Spoiling
1813,3,48.92,51.76,38.67,103.07,124.62,213.66,0.2632,0.61,1.7145,33.82,Spoiling
1813,4,34.63,23.77,27.89,106.17,129.01,135.22,0.0235,0.701,1.0481,26.18,Spoiling
1813,5,28.26,31.47,28.39,80.49,80.45,228.28,0.4789,0.7577,2.8378,43.8,Spoiling
1813,6,26.75,27.91,32.72,98.72,114.64,224.38,0.3237,0.7787,1.9573,38.69,Spoiling
1813,7,18,29.75,31.23,95.77,120.54,214.58,0.2806,0.7565,1.7801,36.79,Spoiling
1813,8,33.6,83.08,36.06,87.63,121.5,227.39,0.3035,0.4648,1.8715,33.84,Spoiling
1813,9,39.83,39.48,46.85,67.94,92.79,191.98,0.3483,0.6589,2.0688,37.32,Spoiling
1813,10,22.68,35.48,30.7,74.23,104.79,177.34,0.2571,0.6666,1.6922,34.14,Spoiling
1814,1,41.07,35.28,36.13,92.08,97.26,301.32,0.512,0.7904,3.0981,47.68,Fresh
1814,2,49.37,50.64,48.78,64.31,82.8,366.27,0.6312,0.7571,4.4237,54.75,Fresh
1814,3,57.04,59.63,58.33,71.94,77.12,320.4,0.612,0.6862,4.1547,51.08,Fresh
1814,4,63.25,68.55,65.27,63.39,64.5,397.74,0.7209,0.706,6.1669,59.39,Fresh
1814,5,36.17,37.58,42.74,75.07,62.54,319.89,0.6729,0.7897,5.1149,54.78,Fresh
1814,6,28.34,31.89,33.18,61.85,80.25,329.3,0.6081,0.8234,4.1036,53.35,Fresh
1814,7,23.02,34.79,48.23,69.17,73.04,346.37,0.6517,0.8174,4.7424,55.47,Fresh
1814,8,54.6,60.29,53.81,83.08,86.23,363.32,0.6164,0.7153,4.2132,53.09,Fresh
1814,9,45.67,57.9,56.19,57.41,75.16,373.94,0.6653,0.7318,4.9754,56.32,Fresh
1814,10,46.11,46.47,36.83,58.64,75.47,355.01,0.6494,0.7685,4.7041,55.31,Fresh
1815,1,36.01,43.9,52.99,67.42,76.43,227.95,0.4978,0.677,2.9824,43.48,Spoiling
1815,2,42.35,48.14,33.97,70.91,115.21,249.4,0.368,0.6764,2.1648,39.97,Spoiling
1815,3,45.94,48.09,55.7,75.14,100,241.05,0.4136,0.6674,2.4105,40.93,Spoiling
1815,4,55.54,58.13,52.95,79.71,114.69,207.75,0.2886,0.5627,1.8114,34.28,Spoiling
1815,5,45.55,59.94,65.36,71.71,81.37,339.39,0.6132,0.6998,4.1708,52.08,Spoiling
1815,6,41.63,39.58,43.9,88.25,89.07,280,0.5173,0.7523,3.1437,46.65,Spoiling
1815,7,38.06,47.78,41.32,58.53,71.1,274.29,0.5883,0.7033,3.8579,48.9,Spoiling
1815,8,18.53,35.55,36.98,51.63,67.88,296.52,0.6275,0.7859,4.3684,52.54,Spoiling
1815,9,51.55,46.95,49.58,95.06,100.54,272.56,0.461,0.7061,2.7109,43.67,Spoiling
1815,10,37.14,40.64,37.51,77.61,90.63,277.9,0.5082,0.7449,3.0664,46.4,Spoiling
1816,1,31.73,27.38,23.09,94.93,104.74,257.91,0.4224,0.8081,2.4624,43.39,Aging
1816,2,55.18,53.96,62.3,65.32,86.07,258.48,0.5004,0.6546,3.003,44.43,Aging
1816,3,46.85,54.42,53.5,67.48,91.35,381.34,0.6135,0.7502,4.1745,54.48,Aging
1816,4,38.76,41.84,48.61,71.88,71.11,349.47,0.6619,0.7862,4.9146,55.53,Aging
1816,5,57.79,50.73,51.16,74.84,76.88,365.56,0.6525,0.7563,4.7546,55.34,Aging
1816,6,21.68,40.6,42,54.51,82.58,305.65,0.5746,0.7655,3.7013,50.58,Aging
1816,7,49.19,50.78,45.03,77.19,90.43,345.98,0.5856,0.744,3.8261,51.72,Aging
1816,8,39.03,43.33,42.67,63.29,86.4,308.51,0.5624,0.7537,3.5708,49.88,Aging
1816,9,52.29,57.67,53.76,68.58,80.75,356.27,0.6304,0.7214,4.4118,53.78,Aging
1816,10,43.67,38.06,38.64,88.77,105.75,303.92,0.4837,0.7774,2.8739,46.68,Aging
1817,1,50.13,57.17,55.18,105.25,124.51,191.35,0.2116,0.5399,1.5368,30.48,Spoiling
1817,2,35.48,38.6,39.5,80.34,109.76,193.52,0.2762,0.6674,1.7631,35.04,Spoiling
1817,3,30.58,39.73,26.32,86.97,112.7,256.58,0.3896,0.7318,2.2766,41.33,Spoiling
1817,4,39.19,40.48,41.2,121.86,134.72,179.11,0.1414,0.6313,1.3294,29.03,Spoiling
1817,5,40.44,43.54,40.22,95.23,117.65,166.93,0.1732,0.5863,1.4189,29.61,Spoiling
1817,6,26.68,23.81,25.37,84.46,103.16,210.08,0.3413,0.7964,2.0364,39.44,Spoiling
1817,7,29.16,36.66,31.61,91.37,114.41,184.15,0.2336,0.6679,1.6095,33.24,Spoiling
1817,8,27.22,35.68,38.25,111.28,132.71,172.36,0.13,0.657,1.2987,29.18,Spoiling
1817,9,25.94,32.09,32.43,114.74,135.64,203.73,0.2006,0.7278,1.502,33.12,Spoiling
1817,10,46.34,47.63,42.86,75.1,92.05,246.94,0.4569,0.6766,2.6826,42.67,Spoiling
1818,1,29.02,32.49,33.77,113.2,133.4,164.64,0.1048,0.6704,1.2341,28.43,Aging
1818,2,29.75,27.22,31.61,98.95,128.64,194.85,0.2047,0.7548,1.5147,33.83,Aging
1818,3,39.02,38.13,28.76,103.31,109.5,222.9,0.3412,0.7078,2.0356,38,Aging
1818,4,44.16,35.27,30.97,77.86,105.13,206.27,0.3248,0.7079,1.9621,37.58,Aging
1818,5,30.8,34.12,38.84,112.66,147.47,134.44,-0.0462,0.5952,0.9116,22.11,Aging
1818,6,45.67,44.6,44.78,90.44,116.75,265.19,0.3887,0.7121,2.2715,41.21,Aging
1818,7,33.82,32.13,29.15,98.76,121.99,243.94,0.3333,0.7672,1.9996,39.37,Aging
1818,8,37.62,48.55,46.29,90.62,111.41,190.88,0.2629,0.5944,1.7134,33.2,Aging
1818,9,51.47,50.76,40.99,89.51,107.85,179.41,0.2491,0.5589,1.6635,31.92,Aging
1818,10,43.58,44.75,41.66,71.06,88.8,243.24,0.4651,0.6892,2.7391,43.08,Aging
1819,1,40.6,46.88,51.53,72.83,106.62,252.2,0.4057,0.6865,2.3655,41.38,Aging
1819,2,49.4,48.35,47.61,78.43,103.16,239.16,0.3973,0.6637,2.3184,40.21,Aging
1819,3,51.06,45.45,44.03,65.46,79.75,305.04,0.5855,0.7407,3.8249,50.36,Aging
1819,4,35.74,37.92,45.88,103.77,130.68,196.24,0.2005,0.6761,1.5017,32.38,Aging
1819,5,41.2,41.86,35.51,87.92,113.98,246.35,0.3673,0.7095,2.1613,39.94,Aging
1819,6,49.79,46.43,41.04,106.81,122.92,253.08,0.3462,0.6899,2.0589,38.74,Aging
1819,7,38.78,33.36,31.96,87.55,112.34,252.9,0.3849,0.7669,2.2513,41.57,Aging
1819,8,27.52,29.64,33.24,110,122.97,193.52,0.2229,0.7343,1.5737,33.78,Aging
1819,9,41.53,42.4,42.15,87.22,99.51,249.75,0.4301,0.7097,2.5097,42.1,Aging
1819,10,57.71,53.88,54.88,68.51,78.91,295.18,0.5781,0.6913,3.7408,48.97,Aging
1820,1,62.58,57.78,49.11,73.78,79.62,413.46,0.677,0.7548,5.1928,58.34,Aging
1820,2,53.13,51.98,41.55,55.02,73.8,342.9,0.6458,0.7367,4.6464,54.36,Aging
1820,3,64.68,58.65,52.21,56.3,79.4,321.98,0.6044,0.6918,4.0553,51.29,Aging
1820,4,37.02,41.44,37.76,67.8,85.86,280.41,0.5312,0.7425,3.2658,47.47,Aging
1820,5,61.53,51.87,41.08,40.49,57.92,382.2,0.7368,0.761,6.5992,60.68,Aging
1820,6,58.11,57.74,50.8,84.35,74.08,392.24,0.6823,0.7434,5.2946,57.32,Aging
1820,7,40.32,38.78,47.59,91.78,107.48,256.72,0.4098,0.7375,2.3885,41.97,Aging
1820,8,42.92,45.5,51.05,73.09,94.1,281.44,0.4988,0.7217,2.9908,45.99,Aging
1820,9,41.47,44.57,38.65,54.85,58.57,357.09,0.7182,0.7781,6.0969,58.6,Aging
1820,10,44.52,48.82,43.42,52.82,61.14,379.01,0.7222,0.7718,6.1986,59.68,Aging
1821,1,37.16,45.55,44.48,56.63,51.89,381.88,0.7608,0.7869,7.3598,61.87,Spoiling
1821,2,39.38,45.05,44,69.43,76.95,370.92,0.6564,0.7834,4.8199,56.18,Spoiling
1821,3,74.53,58.36,66.94,60.51,70.55,371.71,0.681,0.7286,5.2688,56.79,Spoiling
1821,4,53.54,58.89,59.05,47.12,55.34,377.94,0.7445,0.7304,6.8293,60.37,Spoiling
1821,5,54.95,44.58,43.86,53.41,67.05,341.81,0.672,0.7692,5.0981,55.85,Spoiling
1821,6,45.93,58.62,49.92,59.71,56.73,376.19,0.7379,0.7304,6.6307,59.67,Spoiling
1821,7,49.8,51.87,49.96,59.46,58.48,368.63,0.7261,0.7533,6.3033,59.05,Spoiling
1821,8,38.27,56.52,57.23,64.26,71.55,337.71,0.6503,0.7133,4.7197,53.82,Spoiling
1821,9,31.25,39,44.26,74.36,80.94,337.64,0.6133,0.7929,4.1716,53.16,Spoiling
1821,10,59.92,57.85,54.98,65.3,84.92,364.2,0.6218,0.7259,4.2885,53.89,Spoiling
1822,1,47.89,55.42,57.12,60.4,66.74,350.2,0.6799,0.7268,5.2475,55.82,Aging
1822,2,57.73,60.85,63.96,45.19,75.83,329.06,0.6254,0.6879,4.3397,52.59,Aging
1822,3,53.61,53.89,45.01,75.23,91.13,336,0.5733,0.7236,3.6869,50.65,Aging
1822,4,56.39,49.89,49.98,42.51,66.43,393.15,0.7109,0.7748,5.9181,60.01,Aging
1822,5,49.17,52.09,35,74.7,61.57,369.1,0.7141,0.7527,5.9946,58.14,Aging
1822,6,45.47,48.16,45.64,25.22,35.35,407.42,0.8403,0.7886,11.5238,69.13,Aging
1822,7,65.72,60.78,61.21,31.73,42.28,418.39,0.8164,0.7463,9.8961,67.06,Aging
1822,8,60.97,57.98,56.98,69.59,72.18,369.62,0.6732,0.7288,5.1208,56.16,Aging
1822,9,59.78,57.11,54.85,81.72,87.48,311.11,0.5611,0.6898,3.5565,48.65,Aging
1822,10,39.68,46.09,49.06,50.62,74.84,324.69,0.6254,0.7514,4.3387,53.11,Aging
1823,1,66.88,70.98,63.44,53.54,76.31,400.35,0.6798,0.6988,5.2461,57.75,Aging
1823,2,55.9,52.19,59.88,61.81,69.51,399.37,0.7035,0.7689,5.7452,59.4,Aging
1823,3,33.71,47.13,43.17,87.36,85.76,298.1,0.5532,0.727,3.476,48.24,Aging
1823,4,52.39,46.43,39.25,93.61,83.02,364.59,0.6291,0.7741,4.3917,54.14,Aging
1823,5,30.21,47.07,39.02,77.15,96.05,350.29,0.5696,0.7631,3.6471,51.53,Aging
1823,6,43.01,46.98,50,67.18,80.67,339.63,0.6161,0.7569,4.21,53.04,Aging
1823,7,52.9,61.05,58.97,68.81,75.96,339.06,0.634,0.6948,4.4638,52.88,Aging
1823,8,56.54,63.04,54.91,69.41,64.5,340.94,0.6818,0.6879,5.2859,54.82,Aging
1823,9,41.69,47.61,47.62,71.27,65.44,419.03,0.7298,0.7959,6.4031,61.59,Aging
1823,10,43.18,49.72,46.74,81.98,92.79,362.78,0.5926,0.7589,3.9098,52.71,Aging
1824,1,67.35,72.15,77.16,96.87,112.48,277.62,0.4233,0.5874,2.4681,40.94,Aging
1824,2,24.66,29.31,34.01,53.45,50.79,167.42,0.5345,0.702,3.2966,43.08,Aging
1824,3,57.02,72.48,61.22,76.24,88.78,391.92,0.6306,0.6878,4.4145,54.67,Aging
1824,4,49.1,41.82,43.21,61.44,81.93,285.35,0.5538,0.7443,3.4827,48.62,Aging
1824,5,57.57,55.65,37.97,60.94,84.11,315.53,0.5791,0.7002,3.7516,50.1,Aging
1824,6,60.11,47.63,39.3,90.09,106.14,217.3,0.3437,0.6404,2.0473,37.19,Aging
1824,7,24.04,27.72,23.15,41.88,56.85,189.07,0.5376,0.7442,3.3254,44.93,Aging
1824,8,41.11,40.5,47.59,77.87,83.07,307.85,0.575,0.7675,3.7058,50.16,Aging
1824,9,34.08,46.07,42.9,86.8,89.17,305.97,0.5487,0.7383,3.4315,48.54,Aging
1824,10,28.16,39.33,33,69.45,94.37,296.76,0.5174,0.766,3.1445,47.88,Aging
1825,1,25.94,25.65,31.34,108.66,128.42,142.66,0.0525,0.6952,1.1109,26.99,Spoiling
1825,2,32.46,39.29,37.84,98.08,117.44,169.12,0.1804,0.6229,1.4401,30.4,Spoiling
1825,3,45.82,51.21,55.02,107.91,138.05,132.42,-0.0208,0.4423,0.9592,20.48,Spoiling
1825,4,18.91,25,28.47,96.1,106.1,137.16,0.1277,0.6917,1.2927,29.32,Spoiling
1825,5,24.64,31.41,14.92,101.5,140.79,118.49,-0.086,0.5809,0.8416,20.78,Spoiling
1825,6,36.51,39.57,37.89,120.44,154.15,116.15,-0.1406,0.4918,0.7534,17.87,Spoiling
1825,7,42.24,42.49,51.73,105.2,134.44,120.43,-0.055,0.4784,0.8958,19.93,Spoiling
1825,8,34.89,37.07,34.81,91.77,114.13,182.77,0.2312,0.6628,1.6014,33.05,Spoiling
1825,9,39.03,36.07,27.06,119.25,143.25,190.31,0.1411,0.6813,1.3285,30.1,Spoiling
1825,10,27.28,35.9,35.97,109.65,140.54,172.21,0.1013,0.655,1.2253,28.3,Spoiling
1826,1,71.36,67.35,59.9,51.35,55.13,428.49,0.772,0.7283,7.7717,63.96,Fresh
